ts_utc,ticker,kind,side,price_c,contracts,cost,fee,spot,distance_bps
2026-08-05 16:38,KXBTC15M-26AUG051245-45,entry,no,89,5,4.45,0.04,64660.48,6.43
2026-08-05 16:39,KXBTC15M-26AUG051245-45,add,no,76,6,4.56,0.08,64639.22,9.72
2026-08-05 16:53,KXBTC15M-26AUG051300-00,entry,no,90,5,4.50,0.04,64580.32,9.78
2026-08-05 17:08,KXBTC15M-26AUG051315-15,entry,no,79,6,4.74,0.07,64559.32,8.75
2026-08-05 17:23,KXBTC15M-26AUG051330-30,entry,no,77,6,4.62,0.08,64504.00,6.26
2026-08-05 17:38,KXBTC15M-26AUG051345-45,entry,yes,91,5,4.55,0.03,64675.95,20.25
2026-08-05 17:53,KXBTC15M-26AUG051400-00,entry,yes,81,6,4.86,0.07,64656.91,1.43
2026-08-05 17:54,KXBTC15M-26AUG051400-00,add,yes,70,7,4.90,0.11,64695.64,7.42
2026-08-05 18:08,KXBTC15M-26AUG051415-15,entry,no,93,5,4.65,0.03,64621.31,14.58
2026-08-05 18:14,KXBTC15M-26AUG051415-15,add,no,60,8,4.80,0.14,64740.83,3.89
2026-08-05 18:23,KXBTC15M-26AUG051430-30,entry,no,92,5,4.60,0.03,64640.39,14.96
2026-08-05 18:38,KXBTC15M-26AUG051445-45,entry,yes,71,7,4.97,0.11,64714.15,6.67
2026-08-05 18:53,KXBTC15M-26AUG051500-00,entry,no,77,6,4.62,0.08,64705.26,6.59
2026-08-05 19:08,KXBTC15M-26AUG051515-15,entry,yes,94,5,4.70,0.02,64856.00,16.79
2026-08-05 19:23,KXBTC15M-26AUG051530-30,entry,yes,64,7,4.48,0.12,64849.71,0.55
2026-08-05 19:53,KXBTC15M-26AUG051600-00,entry,yes,73,6,4.38,0.09,64864.24,0.33
2026-08-05 19:54,KXBTC15M-26AUG051600-00,add,yes,66,7,4.62,0.11,64875.82,2.11
2026-08-05 19:59,KXBTC15M-26AUG051600-00,add,yes,26,19,4.94,0.26,64794.63,10.41
2026-08-05 20:08,KXBTC15M-26AUG051615-15,entry,no,88,5,4.40,0.04,64760.04,11.36
2026-08-05 20:14,KXBTC15M-26AUG051615-15,add,no,26,19,4.94,0.26,64864.73,4.78
2026-08-05 20:23,KXBTC15M-26AUG051630-30,entry,yes,80,6,4.80,0.07,64914.30,9.25
2026-08-05 20:53,KXBTC15M-26AUG051700-00,entry,no,93,5,4.65,0.03,64851.27,12.19
2026-08-05 21:08,KXBTC15M-26AUG051715-15,entry,no,86,5,4.30,0.05,64717.53,11.23
2026-08-05 21:23,KXBTC15M-26AUG051730-30,entry,no,92,5,4.60,0.03,64627.47,16.19
2026-08-05 21:53,KXBTC15M-26AUG051800-00,entry,yes,82,6,4.92,0.07,64673.60,1.78
2026-08-05 21:57,KXBTC15M-26AUG051800-00,add,yes,71,7,4.97,0.11,64682.90,3.21
2026-08-05 22:08,KXBTC15M-26AUG051815-15,entry,no,65,7,4.55,0.12,64646.36,4.75
2026-08-05 22:12,KXBTC15M-26AUG051815-15,add,no,61,8,4.88,0.14,64637.16,6.18
2026-08-05 22:38,KXBTC15M-26AUG051845-45,entry,no,69,7,4.83,0.11,64648.34,3.34
2026-08-05 22:39,KXBTC15M-26AUG051845-45,add,no,65,7,4.55,0.12,64632.01,5.87
2026-08-05 22:53,KXBTC15M-26AUG051900-00,entry,no,72,6,4.32,0.09,64615.51,4.45
2026-08-05 23:23,KXBTC15M-26AUG051930-30,entry,yes,86,5,4.30,0.05,64666.72,6.71
2026-08-05 23:38,KXBTC15M-26AUG051945-45,entry,no,75,6,4.50,0.08,64622.92,4.34
2026-08-05 23:44,KXBTC15M-26AUG051945-45,add,no,59,8,4.72,0.14,64602.01,7.57
2026-08-05 23:53,KXBTC15M-26AUG052000-00,entry,no,88,5,4.40,0.04,64613.99,4.01
2026-08-05 23:54,KXBTC15M-26AUG052000-00,add,no,73,6,4.38,0.09,64605.09,5.39
2026-08-06 00:23,KXBTC15M-26AUG052030-30,entry,yes,86,5,4.30,0.05,64641.99,10.90
2026-08-06 01:08,KXBTC15M-26AUG052115-15,entry,no,90,5,4.50,0.04,64549.97,9.37
2026-08-06 01:23,KXBTC15M-26AUG052130-30,entry,no,92,5,4.60,0.03,64495.14,7.79
2026-08-06 01:38,KXBTC15M-26AUG052145-45,entry,yes,98,5,4.90,0.01,64537.23,11.45
2026-08-06 01:40,KXBTC15M-26AUG052145-45,add,yes,90,5,4.50,0.04,64495.48,4.97
2026-08-06 01:53,KXBTC15M-26AUG052200-00,entry,yes,90,5,4.50,0.04,64557.39,7.07
2026-08-06 02:08,KXBTC15M-26AUG052215-15,entry,no,71,7,4.97,0.11,64486.43,6.96
2026-08-06 02:11,KXBTC15M-26AUG052215-15,add,no,10,50,5.00,0.32,64582.30,7.90
2026-08-06 02:12,KXBTC15M-26AUG052215-15,add,no,2,250,5.00,0.35,64573.69,6.56
2026-08-06 02:13,KXBTC15M-26AUG052215-15,add,no,1,500,5.00,0.35,64587.83,8.76
2026-08-06 02:23,KXBTC15M-26AUG052230-30,entry,no,90,5,4.50,0.04,64490.77,7.75
2026-08-06 02:24,KXBTC15M-26AUG052230-30,add,no,85,5,4.25,0.05,64486.61,8.39
2026-08-06 02:38,KXBTC15M-26AUG052245-45,entry,no,82,6,4.92,0.07,64455.53,1.29
2026-08-06 02:40,KXBTC15M-26AUG052245-45,add,no,36,13,4.68,0.21,64483.52,3.05
2026-08-06 02:41,KXBTC15M-26AUG052245-45,add,no,24,20,4.80,0.26,64491.00,4.21
2026-08-06 02:42,KXBTC15M-26AUG052245-45,add,no,5,100,5.00,0.34,64482.07,2.83
2026-08-06 03:08,KXBTC15M-26AUG052315-15,entry,no,89,5,4.45,0.04,64482.71,5.77
2026-08-06 03:11,KXBTC15M-26AUG052315-15,add,no,63,7,4.41,0.12,64497.57,3.47
2026-08-06 03:23,KXBTC15M-26AUG052330-30,entry,no,86,5,4.30,0.05,64470.25,6.38
2026-08-06 03:53,KXBTC15M-26AUG060000-00,entry,yes,70,7,4.90,0.11,64456.52,1.17
2026-08-06 04:23,KXBTC15M-26AUG060030-30,entry,yes,98,5,4.90,0.01,64609.36,13.51
2026-08-06 04:38,KXBTC15M-26AUG060045-45,entry,yes,68,7,4.76,0.11,64650.00,2.52
2026-08-06 04:40,KXBTC15M-26AUG060045-45,add,yes,28,17,4.76,0.24,64617.06,2.58
2026-08-06 04:42,KXBTC15M-26AUG060045-45,add,yes,5,100,5.00,0.34,64608.70,3.87
2026-08-06 04:53,KXBTC15M-26AUG060100-00,entry,yes,75,6,4.50,0.08,64626.97,4.19
2026-08-06 05:08,KXBTC15M-26AUG060115-15,entry,yes,98,5,4.90,0.01,64914.30,39.84
2026-08-06 05:23,KXBTC15M-26AUG060130-30,entry,yes,83,6,4.98,0.06,64883.39,3.74
2026-08-06 05:24,KXBTC15M-26AUG060130-30,add,yes,73,6,4.38,0.09,64925.25,10.19
2026-08-06 05:28,KXBTC15M-26AUG060130-30,add,yes,55,9,4.95,0.16,64836.43,3.50
2026-08-06 05:29,KXBTC15M-26AUG060130-30,add,yes,4,125,5.00,0.34,64840.48,2.88
2026-08-06 05:38,KXBTC15M-26AUG060145-45,entry,no,80,6,4.80,0.07,64802.25,5.28
2026-08-06 05:41,KXBTC15M-26AUG060145-45,add,no,70,7,4.90,0.11,64818.84,2.72
2026-08-06 05:43,KXBTC15M-26AUG060145-45,add,no,56,8,4.48,0.14,64823.35,2.02
2026-08-06 05:53,KXBTC15M-26AUG060200-00,entry,no,74,6,4.44,0.09,64803.57,5.33
2026-08-06 06:08,KXBTC15M-26AUG060215-15,entry,no,85,5,4.25,0.05,64781.96,8.38
2026-08-06 09:08,KXBTC15M-26AUG060515-15,entry,no,98,5,4.90,0.01,64741.47,21.15
2026-08-06 09:23,KXBTC15M-26AUG060530-30,entry,yes,69,7,4.83,0.11,64725.39,3.33
2026-08-06 09:29,KXBTC15M-26AUG060530-30,add,yes,4,125,5.00,0.34,64667.27,5.65
2026-08-06 09:38,KXBTC15M-26AUG060545-45,entry,no,86,5,4.30,0.05,64622.85,7.19
2026-08-06 09:53,KXBTC15M-26AUG060600-00,entry,yes,61,8,4.88,0.14,64623.67,2.23
2026-08-06 10:08,KXBTC15M-26AUG060615-15,entry,no,83,6,4.98,0.06,64568.91,8.17
2026-08-06 10:23,KXBTC15M-26AUG060630-30,entry,yes,93,5,4.65,0.03,64603.80,10.09
2026-08-06 11:08,KXBTC15M-26AUG060715-15,entry,no,95,5,4.75,0.02,64473.75,12.65
2026-08-06 11:23,KXBTC15M-26AUG060730-30,entry,yes,93,5,4.65,0.03,64535.41,4.13
2026-08-06 11:38,KXBTC15M-26AUG060745-45,entry,yes,95,5,4.75,0.02,64571.45,7.27
2026-08-06 11:53,KXBTC15M-26AUG060800-00,entry,no,80,6,4.80,0.07,64510.90,10.09
2026-08-06 12:08,KXBTC15M-26AUG060815-15,entry,no,97,5,4.85,0.02,64416.07,21.88
2026-08-06 12:23,KXBTC15M-26AUG060830-30,entry,yes,92,5,4.60,0.03,64469.01,7.32
2026-08-06 12:38,KXBTC15M-26AUG060845-45,entry,yes,71,7,4.97,0.11,64506.56,4.45
2026-08-06 12:43,KXBTC15M-26AUG060845-45,add,yes,26,19,4.94,0.26,64450.01,4.32
2026-08-06 12:44,KXBTC15M-26AUG060845-45,add,yes,1,500,5.00,0.35,64457.88,3.10
2026-08-06 12:53,KXBTC15M-26AUG060900-00,entry,no,80,6,4.80,0.07,64428.80,4.09
2026-08-06 13:08,KXBTC15M-26AUG060915-15,entry,no,98,5,4.90,0.01,64140.20,34.69
2026-08-06 13:38,KXBTC15M-26AUG060945-45,entry,yes,80,6,4.80,0.07,64235.34,10.22
2026-08-06 14:23,KXBTC15M-26AUG061030-30,entry,yes,87,5,4.35,0.04,64437.54,3.50
2026-08-06 14:25,KXBTC15M-26AUG061030-30,add,yes,52,9,4.68,0.16,64440.16,3.91
2026-08-06 14:27,KXBTC15M-26AUG061030-30,add,yes,21,23,4.83,0.27,64350.87,9.96
2026-08-06 14:28,KXBTC15M-26AUG061030-30,add,yes,4,125,5.00,0.34,64359.20,8.66
2026-08-06 14:38,KXBTC15M-26AUG061045-45,entry,yes,95,5,4.75,0.02,64495.32,19.36
2026-08-06 14:53,KXBTC15M-26AUG061100-00,entry,no,83,6,4.98,0.06,64622.43,19.41
2026-08-06 14:59,KXBTC15M-26AUG061100-00,add,no,63,7,4.41,0.12,64709.54,5.96
2026-08-06 15:08,KXBTC15M-26AUG061115-15,entry,yes,92,5,4.60,0.03,64869.35,21.42
2026-08-06 15:23,KXBTC15M-26AUG061130-30,entry,no,94,5,4.70,0.02,64698.70,17.23
2026-08-06 15:25,KXBTC15M-26AUG061130-30,add,no,83,6,4.98,0.06,64713.52,14.94
2026-08-06 15:38,KXBTC15M-26AUG061145-45,entry,no,75,6,4.50,0.08,64725.17,7.13
2026-08-06 16:08,KXBTC15M-26AUG061215-15,entry,yes,68,7,4.76,0.11,64616.32,0.75
2026-08-06 16:09,KXBTC15M-26AUG061215-15,add,yes,58,8,4.64,0.14,64644.97,5.18
2026-08-06 16:14,KXBTC15M-26AUG061215-15,add,yes,20,25,5.00,0.29,64574.16,5.78
2026-08-06 16:38,KXBTC15M-26AUG061245-45,entry,yes,65,7,4.55,0.12,64609.73,1.37
2026-08-06 16:53,KXBTC15M-26AUG061300-00,entry,yes,84,5,4.20,0.05,64677.62,2.12
2026-08-06 16:55,KXBTC15M-26AUG061300-00,add,yes,51,9,4.59,0.16,64677.40,2.09
2026-08-06 17:23,KXBTC15M-26AUG061330-30,entry,no,69,7,4.83,0.11,64622.95,8.44
2026-08-06 17:38,KXBTC15M-26AUG061345-45,entry,no,94,5,4.70,0.02,64548.33,13.44
2026-08-06 17:53,KXBTC15M-26AUG061400-00,entry,yes,90,5,4.50,0.04,64583.00,6.74
2026-08-06 18:08,KXBTC15M-26AUG061415-15,entry,no,97,5,4.85,0.02,64433.27,20.83
2026-08-06 18:23,KXBTC15M-26AUG061430-30,entry,yes,78,6,4.68,0.08,64490.18,1.20
2026-08-06 18:25,KXBTC15M-26AUG061430-30,add,yes,51,9,4.59,0.16,64451.42,4.81
2026-08-06 18:26,KXBTC15M-26AUG061430-30,add,yes,23,21,4.83,0.27,64452.44,4.65
2026-08-06 18:38,KXBTC15M-26AUG061445-45,entry,no,81,6,4.86,0.07,64395.66,10.59
2026-08-06 18:53,KXBTC15M-26AUG061500-00,entry,no,66,7,4.62,0.11,64327.37,6.08
2026-08-06 19:08,KXBTC15M-26AUG061515-15,entry,yes,63,7,4.41,0.12,64393.63,5.39
2026-08-06 19:23,KXBTC15M-26AUG061530-30,entry,yes,63,7,4.41,0.12,64399.96,1.45
2026-08-06 19:25,KXBTC15M-26AUG061530-30,add,yes,32,15,4.80,0.23,64376.24,2.24
2026-08-06 19:27,KXBTC15M-26AUG061530-30,add,yes,7,71,4.97,0.33,64349.93,6.32
2026-08-06 19:28,KXBTC15M-26AUG061530-30,add,yes,4,125,5.00,0.34,64363.24,4.26
2026-08-06 19:29,KXBTC15M-26AUG061530-30,add,yes,1,500,5.00,0.35,64339.48,7.95
2026-08-06 19:38,KXBTC15M-26AUG061545-45,entry,yes,83,6,4.98,0.06,64370.67,2.78
2026-08-06 19:39,KXBTC15M-26AUG061545-45,add,yes,70,7,4.90,0.11,64368.64,2.47
2026-08-06 19:53,KXBTC15M-26AUG061600-00,entry,yes,68,7,4.76,0.11,64401.95,5.43
2026-08-06 20:08,KXBTC15M-26AUG061615-15,entry,yes,96,5,4.80,0.02,64473.53,11.87
2026-08-06 20:23,KXBTC15M-26AUG061630-30,entry,no,80,6,4.80,0.07,64437.18,5.96
2026-08-06 21:08,KXBTC15M-26AUG061715-15,entry,yes,90,5,4.50,0.04,64445.24,7.50
2026-08-06 21:10,KXBTC15M-26AUG061715-15,add,yes,82,6,4.92,0.07,64422.35,3.94
2026-08-06 21:23,KXBTC15M-26AUG061730-30,entry,no,72,6,4.32,0.09,64415.29,2.84
2026-08-06 21:24,KXBTC15M-26AUG061730-30,add,no,65,7,4.55,0.12,64417.46,2.50
2026-08-06 21:38,KXBTC15M-26AUG061745-45,entry,no,88,5,4.40,0.04,64364.72,6.25
2026-08-06 21:44,KXBTC15M-26AUG061745-45,add,no,24,20,4.80,0.26,64388.97,2.49
2026-08-06 22:08,KXBTC15M-26AUG061815-15,entry,no,80,6,4.80,0.07,64348.12,6.47
2026-08-06 22:10,KXBTC15M-26AUG061815-15,add,no,74,6,4.44,0.09,64361.92,4.33
2026-08-06 22:23,KXBTC15M-26AUG061830-30,entry,no,97,5,4.85,0.02,64291.50,14.39
2026-08-06 22:38,KXBTC15M-26AUG061845-45,entry,yes,72,6,4.32,0.09,64309.23,0.37
2026-08-06 22:39,KXBTC15M-26AUG061845-45,add,yes,64,7,4.48,0.12,64323.50,2.59
2026-08-06 22:43,KXBTC15M-26AUG061845-45,add,yes,25,20,5.00,0.27,64278.90,4.35
2026-08-06 22:44,KXBTC15M-26AUG061845-45,add,yes,1,500,5.00,0.35,64288.83,2.80
2026-08-06 22:53,KXBTC15M-26AUG061900-00,entry,yes,69,7,4.83,0.11,64302.64,2.23
2026-08-06 23:23,KXBTC15M-26AUG061930-30,entry,no,98,5,4.90,0.01,64177.25,17.05
2026-08-06 23:38,KXBTC15M-26AUG061945-45,entry,no,73,6,4.38,0.09,64159.39,5.79
2026-08-06 23:53,KXBTC15M-26AUG062000-00,entry,yes,94,5,4.70,0.02,64253.89,12.87
2026-08-07 00:08,KXBTC15M-26AUG062015-15,entry,yes,97,5,4.85,0.02,64338.39,12.18
2026-08-07 00:13,KXBTC15M-26AUG062015-15,add,yes,83,6,4.98,0.06,64228.55,4.91
2026-08-07 00:14,KXBTC15M-26AUG062015-15,add,yes,1,500,5.00,0.35,64233.93,4.07
2026-08-07 00:23,KXBTC15M-26AUG062030-30,entry,no,72,6,4.32,0.09,64205.73,4.68
2026-08-07 00:28,KXBTC15M-26AUG062030-30,add,no,32,15,4.80,0.23,64219.32,2.57
2026-08-07 01:08,KXBTC15M-26AUG062115-15,entry,yes,91,5,4.55,0.03,64325.46,11.35
2026-08-07 01:23,KXBTC15M-26AUG062130-30,entry,no,68,7,4.76,0.11,64283.46,3.40
2026-08-07 01:27,KXBTC15M-26AUG062130-30,add,no,17,29,4.93,0.29,64335.13,4.64
2026-08-07 01:28,KXBTC15M-26AUG062130-30,add,no,12,41,4.92,0.31,64364.21,9.16
2026-08-07 01:53,KXBTC15M-26AUG062200-00,entry,yes,75,6,4.50,0.08,64340.33,3.92
2026-08-07 02:08,KXBTC15M-26AUG062215-15,entry,no,71,7,4.97,0.11,64306.08,9.47
2026-08-07 02:23,KXBTC15M-26AUG062230-30,entry,no,83,6,4.98,0.06,64306.33,5.46
2026-08-07 02:24,KXBTC15M-26AUG062230-30,add,no,73,6,4.38,0.09,64309.30,5.00
2026-08-07 02:38,KXBTC15M-26AUG062245-45,entry,yes,64,7,4.48,0.12,64264.08,0.22
2026-08-07 02:39,KXBTC15M-26AUG062245-45,add,yes,58,8,4.64,0.14,64247.64,2.34
2026-08-07 02:40,KXBTC15M-26AUG062245-45,add,yes,38,13,4.94,0.22,64235.01,4.31
2026-08-07 02:41,KXBTC15M-26AUG062245-45,add,yes,33,15,4.95,0.24,64339.74,11.99
2026-08-07 02:53,KXBTC15M-26AUG062300-00,entry,yes,70,7,4.90,0.11,64376.07,3.30
2026-08-07 02:59,KXBTC15M-26AUG062300-00,add,yes,13,38,4.94,0.31,64337.98,2.62
2026-08-07 03:08,KXBTC15M-26AUG062315-15,entry,no,68,7,4.76,0.11,64329.50,2.19
2026-08-07 03:23,KXBTC15M-26AUG062330-30,entry,no,87,5,4.35,0.04,64231.33,7.46
2026-08-07 03:25,KXBTC15M-26AUG062330-30,add,no,78,6,4.68,0.08,64248.97,4.72
2026-08-07 03:28,KXBTC15M-26AUG062330-30,add,no,29,17,4.93,0.25,64257.77,3.35
2026-08-07 03:38,KXBTC15M-26AUG062345-45,entry,yes,65,7,4.55,0.12,64270.54,1.10
2026-08-07 03:40,KXBTC15M-26AUG062345-45,add,yes,60,8,4.80,0.14,64291.48,4.35
2026-08-07 04:08,KXBTC15M-26AUG070015-15,entry,yes,80,6,4.80,0.07,64260.31,4.13
2026-08-07 04:10,KXBTC15M-26AUG070015-15,add,yes,74,6,4.44,0.09,64254.64,3.24
2026-08-07 04:23,KXBTC15M-26AUG070030-30,entry,yes,64,7,4.48,0.12,64254.38,0.60
2026-08-07 04:27,KXBTC15M-26AUG070030-30,add,yes,15,33,4.95,0.30,64237.32,2.06
2026-08-07 04:53,KXBTC15M-26AUG070100-00,entry,no,96,5,4.80,0.02,64130.01,11.39
2026-08-07 04:56,KXBTC15M-26AUG070100-00,add,no,91,5,4.55,0.03,64174.47,4.47
2026-08-07 05:08,KXBTC15M-26AUG070115-15,entry,no,92,5,4.60,0.03,64173.63,3.78
2026-08-07 05:23,KXBTC15M-26AUG070130-30,entry,no,90,5,4.50,0.04,64119.83,12.16
2026-08-07 05:38,KXBTC15M-26AUG070145-45,entry,yes,91,5,4.55,0.03,64166.81,6.32
2026-08-07 05:53,KXBTC15M-26AUG070200-00,entry,yes,94,5,4.70,0.02,64312.54,13.93
2026-08-07 06:23,KXBTC15M-26AUG070230-30,entry,yes,70,7,4.90,0.11,64366.00,4.38
2026-08-07 06:38,KXBTC15M-26AUG070245-45,entry,no,85,5,4.25,0.05,64293.50,10.55
2026-08-07 06:53,KXBTC15M-26AUG070300-00,entry,no,92,5,4.60,0.03,64236.91,10.71
2026-08-07 06:55,KXBTC15M-26AUG070300-00,add,no,84,5,4.20,0.05,64254.16,8.03
2026-08-07 07:23,KXBTC15M-26AUG070330-30,entry,yes,78,6,4.68,0.08,64312.19,3.43
2026-08-07 07:38,KXBTC15M-26AUG070345-45,entry,no,64,7,4.48,0.12,64340.91,2.71
2026-08-07 08:08,KXBTC15M-26AUG070415-15,entry,yes,71,7,4.97,0.11,64277.99,1.65
2026-08-07 08:10,KXBTC15M-26AUG070415-15,add,yes,53,9,4.77,0.16,64299.99,5.08
2026-08-07 08:23,KXBTC15M-26AUG070430-30,entry,yes,87,5,4.35,0.04,64351.30,4.07
2026-08-07 08:53,KXBTC15M-26AUG070500-00,entry,no,86,5,4.30,0.05,64540.07,6.30
2026-08-07 09:08,KXBTC15M-26AUG070515-15,entry,yes,94,5,4.70,0.02,64645.49,14.69
2026-08-07 09:23,KXBTC15M-26AUG070530-30,entry,yes,88,5,4.40,0.04,64743.15,8.62
2026-08-07 09:38,KXBTC15M-26AUG070545-45,entry,yes,98,5,4.90,0.01,64875.37,13.13
2026-08-07 09:53,KXBTC15M-26AUG070600-00,entry,no,74,6,4.44,0.09,64801.48,8.54
2026-08-07 10:38,KXBTC15M-26AUG070645-45,entry,no,84,5,4.20,0.05,64822.10,4.16
2026-08-07 10:39,KXBTC15M-26AUG070645-45,add,no,78,6,4.68,0.08,64822.10,4.16
2026-08-07 10:53,KXBTC15M-26AUG070700-00,entry,yes,73,6,4.38,0.09,64843.07,3.03
2026-08-07 11:08,KXBTC15M-26AUG070715-15,entry,yes,97,5,4.85,0.02,64934.05,13.09
2026-08-07 11:23,KXBTC15M-26AUG070730-30,entry,yes,98,5,4.90,0.01,65118.91,30.50
2026-08-07 11:38,KXBTC15M-26AUG070745-45,entry,no,87,5,4.35,0.04,65016.01,4.69
2026-08-07 11:39,KXBTC15M-26AUG070745-45,add,no,73,6,4.38,0.09,65024.71,3.35
2026-08-07 11:40,KXBTC15M-26AUG070745-45,add,no,66,7,4.62,0.11,64989.11,8.83
2026-08-07 11:53,KXBTC15M-26AUG070800-00,entry,no,85,5,4.25,0.05,64957.57,5.67
2026-08-07 11:55,KXBTC15M-26AUG070800-00,add,no,77,6,4.62,0.08,64962.03,4.99
2026-08-07 12:08,KXBTC15M-26AUG070815-15,entry,yes,88,5,4.40,0.04,65036.65,9.14
2026-08-07 12:23,KXBTC15M-26AUG070830-30,entry,no,96,5,4.80,0.02,65058.90,17.17
2026-08-07 12:38,KXBTC15M-26AUG070845-45,entry,no,80,6,4.80,0.07,65073.12,1.55
2026-08-07 12:40,KXBTC15M-26AUG070845-45,add,no,42,11,4.62,0.19,65127.44,6.80
2026-08-07 12:41,KXBTC15M-26AUG070845-45,add,no,15,33,4.95,0.30,65165.88,12.71
2026-08-07 12:42,KXBTC15M-26AUG070845-45,add,no,5,100,5.00,0.34,65152.75,10.69
2026-08-07 12:43,KXBTC15M-26AUG070845-45,add,no,3,166,4.98,0.34,65136.29,8.16
2026-08-07 12:53,KXBTC15M-26AUG070900-00,entry,yes,94,5,4.70,0.02,65288.84,25.64
2026-08-07 13:53,KXBTC15M-26AUG071000-00,entry,no,90,5,4.50,0.04,65080.13,27.15
2026-08-07 14:08,KXBTC15M-26AUG071015-15,entry,no,92,5,4.60,0.03,64773.78,30.94
2026-08-07 14:23,KXBTC15M-26AUG071030-30,entry,yes,95,5,4.75,0.02,64991.15,28.83
2026-08-07 14:38,KXBTC15M-26AUG071045-45,entry,yes,72,6,4.32,0.09,65211.48,12.12
2026-08-07 14:42,KXBTC15M-26AUG071045-45,add,yes,55,9,4.95,0.16,65102.07,4.68
2026-08-07 14:43,KXBTC15M-26AUG071045-45,add,yes,26,19,4.94,0.26,65080.44,8.00
2026-08-07 14:44,KXBTC15M-26AUG071045-45,add,yes,1,500,5.00,0.35,65055.02,11.90
2026-08-07 14:53,KXBTC15M-26AUG071100-00,entry,no,78,6,4.68,0.08,64982.63,12.21
2026-08-07 15:23,KXBTC15M-26AUG071130-30,entry,yes,76,6,4.56,0.08,64965.96,8.98
2026-08-07 15:53,KXBTC15M-26AUG071200-00,entry,no,82,6,4.92,0.07,64889.70,13.87
2026-08-07 16:08,KXBTC15M-26AUG071215-15,entry,yes,94,5,4.70,0.02,64948.75,13.29
2026-08-07 16:23,KXBTC15M-26AUG071230-30,entry,no,91,5,4.55,0.03,64879.01,20.17
2026-08-07 16:53,KXBTC15M-26AUG071300-00,entry,no,89,5,4.45,0.04,64841.05,9.75
2026-08-07 17:08,KXBTC15M-26AUG071315-15,entry,no,73,6,4.38,0.09,64757.03,4.15
2026-08-07 17:09,KXBTC15M-26AUG071315-15,add,no,67,7,4.69,0.11,64729.25,8.44
2026-08-07 17:23,KXBTC15M-26AUG071330-30,entry,no,85,5,4.25,0.05,64596.39,8.67
2026-08-07 17:38,KXBTC15M-26AUG071345-45,entry,yes,69,7,4.83,0.11,64599.88,8.14
2026-08-07 18:08,KXBTC15M-26AUG071415-15,entry,yes,94,5,4.70,0.02,64826.33,17.53
2026-08-07 18:23,KXBTC15M-26AUG071430-30,entry,no,81,6,4.86,0.07,64775.02,6.51
2026-08-07 18:38,KXBTC15M-26AUG071445-45,entry,no,89,5,4.45,0.04,64714.74,8.99
2026-08-07 18:53,KXBTC15M-26AUG071500-00,entry,no,94,5,4.70,0.02,64629.35,10.63
2026-08-07 19:08,KXBTC15M-26AUG071515-15,entry,yes,96,5,4.80,0.02,64756.55,12.90
2026-08-07 19:23,KXBTC15M-26AUG071530-30,entry,yes,97,5,4.85,0.02,64911.73,18.45
2026-08-07 19:38,KXBTC15M-26AUG071545-45,entry,yes,73,6,4.38,0.09,64929.72,4.26
2026-08-07 19:53,KXBTC15M-26AUG071600-00,entry,no,83,6,4.98,0.06,64911.64,4.63
2026-08-07 19:54,KXBTC15M-26AUG071600-00,add,no,76,6,4.56,0.08,64910.62,4.79
2026-08-07 19:59,KXBTC15M-26AUG071600-00,add,no,67,7,4.69,0.11,64914.79,4.15
2026-08-07 20:23,KXBTC15M-26AUG071630-30,entry,no,82,6,4.92,0.07,64935.55,1.92
2026-08-07 20:25,KXBTC15M-26AUG071630-30,add,no,43,11,4.73,0.19,64964.51,2.54
2026-08-07 20:38,KXBTC15M-26AUG071645-45,entry,no,82,6,4.92,0.07,64924.16,3.30
2026-08-07 20:53,KXBTC15M-26AUG071700-00,entry,yes,82,6,4.92,0.07,64939.17,2.10
2026-08-07 20:56,KXBTC15M-26AUG071700-00,add,yes,75,6,4.50,0.08,64938.68,2.03
2026-08-07 21:23,KXBTC15M-26AUG071730-30,entry,no,93,5,4.65,0.03,64912.89,8.10
2026-08-07 21:25,KXBTC15M-26AUG071730-30,add,no,66,7,4.62,0.11,64949.65,2.44
2026-08-07 21:38,KXBTC15M-26AUG071745-45,entry,yes,62,8,4.96,0.14,64978.99,1.88
2026-08-07 21:53,KXBTC15M-26AUG071800-00,entry,no,94,5,4.70,0.02,64917.20,12.66
2026-08-07 22:23,KXBTC15M-26AUG071830-30,entry,no,73,6,4.38,0.09,64878.93,2.85
2026-08-07 22:38,KXBTC15M-26AUG071845-45,entry,no,96,5,4.80,0.02,64840.14,8.41
2026-08-07 22:53,KXBTC15M-26AUG071900-00,entry,yes,96,5,4.80,0.02,64887.88,7.64
2026-08-07 23:23,KXBTC15M-26AUG071930-30,entry,no,70,7,4.90,0.11,64850.76,1.70
2026-08-07 23:53,KXBTC15M-26AUG072000-00,entry,yes,89,5,4.45,0.04,64883.62,2.40
2026-08-08 00:08,KXBTC15M-26AUG072015-15,entry,yes,93,5,4.65,0.03,64919.22,4.64
2026-08-08 00:10,KXBTC15M-26AUG072015-15,add,yes,26,19,4.94,0.26,64872.06,2.63
2026-08-08 00:11,KXBTC15M-26AUG072015-15,add,yes,23,21,4.83,0.27,64872.06,2.63
2026-08-08 00:12,KXBTC15M-26AUG072015-15,add,yes,20,25,5.00,0.29,64872.06,2.63
2026-08-08 00:13,KXBTC15M-26AUG072015-15,add,yes,8,62,4.96,0.32,64874.65,2.23
